Episodes : 500, Max Timesteps : 1500, Evaluation Interval: 50. Evaluation Epsiodes : 15
weights for rewards -- w1 : 0.3, w2 : 0.4, w3 : 0.1, w4 : 0.05, w5 : 0.05, w6 : 0.05
Actor Network -- Dimension of each Layer -- Layer 1 :256, Layer 2 : 128, Layer 3 : 128, Layer 4 : 64, Output Layer : 7
Epsiode : 17, Reward : -450.62, epsiode Length : 1500, Actor Loss : 0.19, Critic Loss : 0.42
Epsiode : 18, Reward : -442.31, epsiode Length : 1500, Actor Loss : 3.09, Critic Loss : 1.09
Epsiode : 19, Reward : -445.43, epsiode Length : 1500, Actor Loss : -0.23, Critic Loss : 0.92
Epsiode : 20, Reward : -438.42, epsiode Length : 1500, Actor Loss : 0.16, Critic Loss : 0.24
Epsiode : 21, Reward : -438.00, epsiode Length : 1500, Actor Loss : 0.07, Critic Loss : 0.56
Epsiode : 22, Reward : -453.76, epsiode Length : 1500, Actor Loss : 0.03, Critic Loss : 0.33
Epsiode : 23, Reward : -448.99, epsiode Length : 1500, Actor Loss : 1.60, Critic Loss : 4.48
Epsiode : 24, Reward : -456.21, epsiode Length : 1500, Actor Loss : 0.53, Critic Loss : 0.17
Epsiode : 25, Reward : -461.22, epsiode Length : 1500, Actor Loss : -0.42, Critic Loss : 1.80
Epsiode : 26, Reward : -453.84, epsiode Length : 1500, Actor Loss : 1.20, Critic Loss : 1.43
Epsiode : 27, Reward : -442.47, epsiode Length : 1500, Actor Loss : -0.37, Critic Loss : 1.15
Epsiode : 28, Reward : -455.49, epsiode Length : 1500, Actor Loss : 0.10, Critic Loss : 0.33
Epsiode : 29, Reward : -460.49, epsiode Length : 1500, Actor Loss : 0.59, Critic Loss : 1.31
Epsiode : 30, Reward : -454.13, epsiode Length : 1500, Actor Loss : 0.64, Critic Loss : 0.56
Epsiode : 31, Reward : -447.39, epsiode Length : 1500, Actor Loss : 0.13, Critic Loss : 0.61
Epsiode : 32, Reward : -442.40, epsiode Length : 1500, Actor Loss : -0.11, Critic Loss : 0.82
Epsiode : 33, Reward : -457.60, epsiode Length : 1500, Actor Loss : 0.95, Critic Loss : 1.41
Epsiode : 34, Reward : -454.76, epsiode Length : 1500, Actor Loss : -0.16, Critic Loss : 0.31
Epsiode : 35, Reward : -447.72, epsiode Length : 1500, Actor Loss : 0.28, Critic Loss : 0.25
Epsiode : 36, Reward : -443.68, epsiode Length : 1500, Actor Loss : 0.23, Critic Loss : 0.25
Epsiode : 37, Reward : -452.19, epsiode Length : 1500, Actor Loss : 0.48, Critic Loss : 0.75
Epsiode : 38, Reward : -462.03, epsiode Length : 1500, Actor Loss : -0.12, Critic Loss : 0.56
Epsiode : 39, Reward : -449.37, epsiode Length : 1500, Actor Loss : 0.42, Critic Loss : 0.44
Epsiode : 40, Reward : -446.85, epsiode Length : 1500, Actor Loss : 34.47, Critic Loss : 0.71
Epsiode : 41, Reward : -450.28, epsiode Length : 1500, Actor Loss : -0.45, Critic Loss : 1.49
Epsiode : 42, Reward : -448.58, epsiode Length : 1500, Actor Loss : 0.20, Critic Loss : 0.90
Epsiode : 43, Reward : -444.67, epsiode Length : 1500, Actor Loss : 0.78, Critic Loss : 1.44
Epsiode : 44, Reward : -449.24, epsiode Length : 1500, Actor Loss : -0.09, Critic Loss : 0.48
Epsiode : 45, Reward : -455.25, epsiode Length : 1500, Actor Loss : 0.15, Critic Loss : 0.30
Epsiode : 46, Reward : -443.27, epsiode Length : 1500, Actor Loss : 0.90, Critic Loss : 1.02
Epsiode : 47, Reward : -445.51, epsiode Length : 1500, Actor Loss : -0.12, Critic Loss : 0.68
Epsiode : 48, Reward : -451.25, epsiode Length : 1500, Actor Loss : 0.35, Critic Loss : 0.40
Epsiode : 49, Reward : -448.74, epsiode Length : 1500, Actor Loss : 0.50, Critic Loss : 0.15
Evaluation after 50 episodes: Mean reward: -446.33 ± 5.68, Mean length: 1500.00
Epsiode : 50, Reward : -445.20, epsiode Length : 1500, Actor Loss : 0.19, Critic Loss : 0.40
Epsiode : 51, Reward : -453.12, epsiode Length : 1500, Actor Loss : 1.14, Critic Loss : 0.96
Epsiode : 52, Reward : -445.09, epsiode Length : 1500, Actor Loss : 0.05, Critic Loss : 0.25
Epsiode : 53, Reward : -436.48, epsiode Length : 1500, Actor Loss : 0.42, Critic Loss : 0.76
Epsiode : 54, Reward : -449.77, epsiode Length : 1500, Actor Loss : 0.07, Critic Loss : 0.15
Epsiode : 55, Reward : -451.94, epsiode Length : 1500, Actor Loss : -0.28, Critic Loss : 0.98
Epsiode : 56, Reward : -448.60, epsiode Length : 1500, Actor Loss : -0.14, Critic Loss : 0.36
Epsiode : 57, Reward : -445.81, epsiode Length : 1500, Actor Loss : -0.27, Critic Loss : 1.07
Epsiode : 58, Reward : -440.42, epsiode Length : 1500, Actor Loss : 3.45, Critic Loss : 1.44
Epsiode : 59, Reward : -444.63, epsiode Length : 1500, Actor Loss : 0.49, Critic Loss : 0.77
Epsiode : 60, Reward : -445.35, epsiode Length : 1500, Actor Loss : 0.10, Critic Loss : 0.23
Epsiode : 61, Reward : -448.04, epsiode Length : 1500, Actor Loss : 0.07, Critic Loss : 0.47
Epsiode : 62, Reward : -432.79, epsiode Length : 1500, Actor Loss : -0.23, Critic Loss : 0.89
Epsiode : 63, Reward : -448.60, epsiode Length : 1500, Actor Loss : 0.11, Critic Loss : 0.56
Epsiode : 64, Reward : -447.95, epsiode Length : 1500, Actor Loss : 0.20, Critic Loss : 0.17
Epsiode : 65, Reward : -444.00, epsiode Length : 1500, Actor Loss : -0.40, Critic Loss : 0.90
Epsiode : 66, Reward : -451.27, epsiode Length : 1500, Actor Loss : 0.21, Critic Loss : 0.22
Epsiode : 67, Reward : -450.85, epsiode Length : 1500, Actor Loss : 0.81, Critic Loss : 0.50
Epsiode : 68, Reward : -446.68, epsiode Length : 1500, Actor Loss : 0.28, Critic Loss : 0.49
Epsiode : 69, Reward : -456.02, epsiode Length : 1500, Actor Loss : 0.65, Critic Loss : 0.87
Epsiode : 70, Reward : -449.20, epsiode Length : 1500, Actor Loss : -0.01, Critic Loss : 0.30
Epsiode : 71, Reward : -442.00, epsiode Length : 1500, Actor Loss : 8.92, Critic Loss : 1.71
Epsiode : 72, Reward : -453.53, epsiode Length : 1500, Actor Loss : 0.34, Critic Loss : 0.73
Epsiode : 73, Reward : -455.72, epsiode Length : 1500, Actor Loss : -0.15, Critic Loss : 0.50
Epsiode : 74, Reward : -449.54, epsiode Length : 1500, Actor Loss : 0.20, Critic Loss : 0.15
Epsiode : 75, Reward : -438.22, epsiode Length : 1500, Actor Loss : -0.43, Critic Loss : 1.24
Epsiode : 76, Reward : -440.80, epsiode Length : 1500, Actor Loss : 0.44, Critic Loss : 0.40
Epsiode : 77, Reward : -442.08, epsiode Length : 1500, Actor Loss : -0.22, Critic Loss : 0.60
Epsiode : 78, Reward : -441.30, epsiode Length : 1500, Actor Loss : -0.32, Critic Loss : 1.56
Epsiode : 79, Reward : -445.71, epsiode Length : 1500, Actor Loss : -0.30, Critic Loss : 0.94
Epsiode : 80, Reward : -456.64, epsiode Length : 1500, Actor Loss : 0.57, Critic Loss : 0.95
Epsiode : 81, Reward : -456.24, epsiode Length : 1500, Actor Loss : 1.58, Critic Loss : 2.74
Epsiode : 82, Reward : -447.66, epsiode Length : 1500, Actor Loss : 0.52, Critic Loss : 0.83
Epsiode : 83, Reward : -441.84, epsiode Length : 1500, Actor Loss : 1.25, Critic Loss : 0.97
Epsiode : 84, Reward : -188.63, epsiode Length : 1339, Actor Loss : -2.66, Critic Loss : 46.96
Epsiode : 85, Reward : -444.36, epsiode Length : 1500, Actor Loss : -0.08, Critic Loss : 0.91
Epsiode : 86, Reward : -441.91, epsiode Length : 1500, Actor Loss : 0.09, Critic Loss : 0.24
Epsiode : 87, Reward : -443.96, epsiode Length : 1500, Actor Loss : -0.26, Critic Loss : 1.06
Epsiode : 88, Reward : -455.75, epsiode Length : 1500, Actor Loss : 0.37, Critic Loss : 0.63
Epsiode : 89, Reward : -440.63, epsiode Length : 1500, Actor Loss : 0.44, Critic Loss : 0.67
Epsiode : 90, Reward : -443.80, epsiode Length : 1500, Actor Loss : 0.78, Critic Loss : 0.36
Epsiode : 91, Reward : -444.09, epsiode Length : 1500, Actor Loss : -0.32, Critic Loss : 1.30
Epsiode : 92, Reward : -451.36, epsiode Length : 1500, Actor Loss : 0.71, Critic Loss : 0.64
Epsiode : 93, Reward : -446.31, epsiode Length : 1500, Actor Loss : -0.65, Critic Loss : 2.03
Epsiode : 94, Reward : -455.25, epsiode Length : 1500, Actor Loss : -0.47, Critic Loss : 1.38
Epsiode : 95, Reward : -451.77, epsiode Length : 1500, Actor Loss : 0.37, Critic Loss : 0.54
Epsiode : 96, Reward : -444.25, epsiode Length : 1500, Actor Loss : 0.15, Critic Loss : 0.26
Epsiode : 97, Reward : -438.39, epsiode Length : 1500, Actor Loss : 0.52, Critic Loss : 0.80
Epsiode : 98, Reward : -448.53, epsiode Length : 1500, Actor Loss : 0.38, Critic Loss : 0.57
Epsiode : 99, Reward : -446.26, epsiode Length : 1500, Actor Loss : -0.09, Critic Loss : 0.14
Evaluation after 100 episodes: Mean reward: -407.46 ± 147.83, Mean length: 1412.93
Epsiode : 100, Reward : -442.11, epsiode Length : 1500, Actor Loss : 0.66, Critic Loss : 0.91
Epsiode : 101, Reward : -452.00, epsiode Length : 1500, Actor Loss : 0.94, Critic Loss : 0.45
Epsiode : 102, Reward : -445.37, epsiode Length : 1500, Actor Loss : 0.13, Critic Loss : 0.35
Epsiode : 103, Reward : -437.46, epsiode Length : 1500, Actor Loss : 4.67, Critic Loss : 0.49
Epsiode : 104, Reward : -447.45, epsiode Length : 1500, Actor Loss : -0.08, Critic Loss : 0.19
Epsiode : 105, Reward : -457.98, epsiode Length : 1500, Actor Loss : 0.27, Critic Loss : 0.23
Epsiode : 106, Reward : -446.78, epsiode Length : 1500, Actor Loss : 6.22, Critic Loss : 0.85
